"","issn","tilte","code","area"
"7587","0218-5385","Asia Pacific Journal of Social Work and Development","3312","Sociology and Political Science"
"7588","0229-7051",NA,NA,NA
"7589","0247-3739",NA,NA,NA
"7590","0251-0405",NA,NA,NA
"7591","0251-2513","International Journal for Educational and Vocational Guidance","3304","Education"
"7592","0251-2513","International Journal for Educational and Vocational Guidance","1213","Visual Arts and Performing Arts"
"7593","0252-1865","Apuntes","3300","Social Sciences (all)"
"7594","0252-1865","Apuntes","2000","Economics, Econometrics and Finance (all)"
"7595","0254-4962","Psychopathology","3203","Clinical Psychology"
"7596","0254-4962","Psychopathology","2738","Psychiatry and Mental Health"
"7597","0254-8372","Journal of Economic Development","2003","Finance"
"7598","0254-8372","Journal of Economic Development","2002","Economics and Econometrics"
"7599","0258-2236","Perspectives in Education","3304","Education"
"7600","0260-1079","Journal of Interdisciplinary Economics","2002","Economics and Econometrics"
"7601","0260-6755","Parliaments, Estates and Representation","1202","History"
"7602","0260-6755","Parliaments, Estates and Representation","3312","Sociology and Political Science"
"7603","0261-3050","Bulletin of Latin American Research","3305","Geography, Planning and Development"
"7604","0261-3050","Bulletin of Latin American Research","3303","Development"
"7605","0261-4448","Language Teaching","1203","Language and Linguistics"
"7606","0261-4448","Language Teaching","3310","Linguistics and Language"
"7607","0262-7280","South Asia Research","1200","Arts and Humanities (all)"
"7608","0262-7280","South Asia Research","3300","Social Sciences (all)"
"7609","0262-7280","South Asia Research","2000","Economics, Econometrics and Finance (all)"
"7610","0263-5577","Industrial Management and Data Systems","1404","Management Information Systems"
"7611","0263-5577","Industrial Management and Data Systems","1410","Industrial Relations"
"7612","0263-5577","Industrial Management and Data Systems","1706","Computer Science Applications"
"7613","0263-5577","Industrial Management and Data Systems","1408","Strategy and Management"
"7614","0263-5577","Industrial Management and Data Systems","2209","Industrial and Manufacturing Engineering"
"7615","0263-7472","Property Management","2003","Finance"
"7616","0263-7472","Property Management","1401","Business, Management and Accounting (miscellaneous)"
"7617","0263-7960","Built Environment","3305","Geography, Planning and Development"
"7618","0263-7960","Built Environment","3322","Urban Studies"
"7619","0264-9993","Economic Modelling","2002","Economics and Econometrics"
"7620","0265-2897","Buddhist Studies Review","1212","Religious Studies"
"7621","0266-0830","Studies in the Education of Adults","3304","Education"
"7622","0266-0830","Studies in the Education of Adults","3312","Sociology and Political Science"
"7623","0266-4623","International Journal of Technology Assessment in Health Care","2719","Health Policy"
"7624","0268-1080","Health Policy and Planning","2719","Health Policy"
"7625","0268-1145","Literary and Linguistics Computing","1710","Information Systems"
"7626","0268-1145","Literary and Linguistics Computing","1203","Language and Linguistics"
"7627","0268-1145","Literary and Linguistics Computing","3310","Linguistics and Language"
"7628","0268-3962","Journal of Information Technology","1710","Information Systems"
"7629","0268-3962","Journal of Information Technology","1408","Strategy and Management"
"7630","0268-3962","Journal of Information Technology","3309","Library and Information Sciences"
"7631","0269-2163","Palliative Medicine","2703","Anesthesiology and Pain Medicine"
"7632","0270-2711","Reading Psychology","3304","Education"
"7633","0270-2711","Reading Psychology","3204","Developmental and Educational Psychology"
"7634","0270-2711","Reading Psychology","3310","Linguistics and Language"
"7635","0270-272X",NA,NA,NA
"7636","0271-0579",NA,NA,NA
"7637","0272-2690","Language Problems and Language Planning","3315","Communication"
"7638","0272-2690","Language Problems and Language Planning","3310","Linguistics and Language"
"7639","0277-2426","Landscape Journal","2309","Nature and Landscape Conservation"
"7640","0278-2308",NA,NA,NA
"7641","0278-2324",NA,NA,NA
"7642","0278-2626","Brain and Cognition","3206","Neuropsychology and Physiological Psychology"
"7643","0278-2626","Brain and Cognition","3205","Experimental and Cognitive Psychology"
"7644","0278-2626","Brain and Cognition","3204","Developmental and Educational Psychology"
"7645","0278-2626","Brain and Cognition","1201","Arts and Humanities (miscellaneous)"
"7646","0278-2626","Brain and Cognition","2805","Cognitive Neuroscience"
"7647","0278-2715","Health Affairs","2719","Health Policy"
"7648","0278-4297","Journal of Ultrasound in Medicine","3614","Radiological and Ultrasound Technology"
"7649","0278-4297","Journal of Ultrasound in Medicine","2741","Radiology, Nuclear Medicine and Imaging"
"7650","0278-4319","International Journal of Hospitality Management","1409","Tourism, Leisure and Hospitality Management"
"7651","0278-4319","International Journal of Hospitality Management","1408","Strategy and Management"
"7652","0278-6656","Classical Antiquity","1205","Classics"
"7653","0278-9671","Literature and Medicine","3306","Health (social science)"
"7654","0278-9671","Literature and Medicine","1208","Literature and Literary Theory"
"7655","0281-5737","Scandinavian Housing and Planning Research","3305","Geography, Planning and Development"
"7656","0282-9800",NA,NA,NA
"7657","0288-3872",NA,NA,NA
"7658","0302-3052","Mondes En Developpement","3303","Development"
"7659","0302-3052","Mondes En Developpement","2002","Economics and Econometrics"
"7660","0303-2647","BioSystems","2613","Statistics and Probability"
"7661","0303-2647","BioSystems","2611","Modeling and Simulation"
"7662","0303-2647","BioSystems","1300","Biochemistry, Genetics and Molecular Biology (all)"
"7663","0303-2647","BioSystems","2604","Applied Mathematics"
"7664","0304-3800","Ecological Modelling","2303","Ecology"
"7665","0304-3800","Ecological Modelling","2302","Ecological Modeling"
"7666","0304-3894","Journal of Hazardous Materials","2305","Environmental Engineering"
"7667","0304-3894","Journal of Hazardous Materials","2304","Environmental Chemistry"
"7668","0304-3894","Journal of Hazardous Materials","2311","Waste Management and Disposal"
"7669","0304-3894","Journal of Hazardous Materials","2310","Pollution"
"7670","0304-3894","Journal of Hazardous Materials","2307","Health, Toxicology and Mutagenesis"
"7671","0304-3932","Journal of Monetary Economics","2003","Finance"
"7672","0304-3932","Journal of Monetary Economics","2002","Economics and Econometrics"
"7673","0306-4522","Neuroscience","2800","Neuroscience (all)"
"7674","0308-1079","International Journal of General Systems","2207","Control and Systems Engineering"
"7675","0308-1079","International Journal of General Systems","2614","Theoretical Computer Science"
"7676","0308-1079","International Journal of General Systems","1710","Information Systems"
"7677","0308-1079","International Journal of General Systems","2611","Modeling and Simulation"
"7678","0308-1079","International Journal of General Systems","1706","Computer Science Applications"
"7679","0309-0558",NA,NA,NA
"7680","0309-0590","Journal of European Industrial Training","3304","Education"
"7681","0309-0590","Journal of European Industrial Training","3303","Development"
"7682","0309-0590","Journal of European Industrial Training","1400","Business, Management and Accounting (all)"
"7683","0309-1740","Meat Science","1106","Food Science"
"7684","0309-6564","Dutch Crossing","3316","Cultural Studies"
"7685","0309-6564","Dutch Crossing","3312","Sociology and Political Science"
"7686","0309-6564","Dutch Crossing","1200","Arts and Humanities (all)"
"7687","0312-2417","Australian Archaeology","1204","Archeology (arts and humanities)"
"7688","0312-2417","Australian Archaeology","3302","Archeology"
"7689","0316-1218",NA,NA,NA
"7690","0318-479X",NA,NA,NA
"7691","0319-051X","Canadian Review of Comparative Literature","1208","Literature and Literary Theory"
"7692","0319-485X","Religious Studies Review","1212","Religious Studies"
"7693","0324-8569","Control and Cybernetics","2207","Control and Systems Engineering"
"7694","0324-8569","Control and Cybernetics","2611","Modeling and Simulation"
"7695","0324-8569","Control and Cybernetics","2604","Applied Mathematics"
"7696","0335-5322","Actes de la Recherche en Sciences Sociales","3300","Social Sciences (all)"
"7697","0338-4551","Revue Francaise de Gestion","1403","Business and International Management"
"7698","0338-4551","Revue Francaise de Gestion","2002","Economics and Econometrics"
"7699","0338-4551","Revue Francaise de Gestion","1408","Strategy and Management"
"7700","0340-0727","Psychological Research","3205","Experimental and Cognitive Psychology"
"7701","0340-0727","Psychological Research","3204","Developmental and Educational Psychology"
"7702","0340-0727","Psychological Research","1201","Arts and Humanities (miscellaneous)"
"7703","0340-8744","Empirica","2002","Economics and Econometrics"
"7704","0350-137X",NA,NA,NA
"7705","0350-154X","Revija za Sociologiju","3312","Sociology and Political Science"
"7706","0352-3713",NA,NA,NA
"7707","0355-1792",NA,NA,NA
"7708","0360-5949","Transactions of the American Philological Association","1205","Classics"
"7709","0360-5949","Transactions of the American Philological Association","1203","Language and Linguistics"
"7710","0360-5949","Transactions of the American Philological Association","3310","Linguistics and Language"
"7711","0360-5949","Transactions of the American Philological Association","1208","Literature and Literary Theory"
"7712","0361-9230","Brain Research Bulletin","2800","Neuroscience (all)"
"7713","0362-5028","Early China","1204","Archeology (arts and humanities)"
"7714","0362-5028","Early China","1202","History"
"7715","0362-5028","Early China","3302","Archeology"
"7716","0362-5028","Early China","1212","Religious Studies"
"7717","0362-5028","Early China","1211","Philosophy"
"7718","0362-5028","Early China","1208","Literature and Literary Theory"
"7719","0363-0234","Suicide and Life-Threatening Behavior","3203","Clinical Psychology"
"7720","0363-0234","Suicide and Life-Threatening Behavior","2739","Public Health, Environmental and Occupational Health"
"7721","0363-0234","Suicide and Life-Threatening Behavior","2738","Psychiatry and Mental Health"
"7722","0363-0242","Women and Health","2700","Medicine (all)"
"7723","0363-1990","Journal of Family History","3314","Anthropology"
"7724","0363-1990","Journal of Family History","1201","Arts and Humanities (miscellaneous)"
"7725","0363-1990","Journal of Family History","3301","Social Sciences (miscellaneous)"
"7726","0364-765X","Mathematics of Operations Research","2600","Mathematics (all)"
"7727","0364-765X","Mathematics of Operations Research","1706","Computer Science Applications"
"7728","0364-765X","Mathematics of Operations Research","1803","Management Science and Operations Research"
"7729","0373-6245","Southern African Geographical Journal","3305","Geography, Planning and Development"
"7730","0373-6245","Southern African Geographical Journal","1900","Earth and Planetary Sciences (all)"
"7731","0376-8716","Drug and Alcohol Dependence","3005","Toxicology"
"7732","0376-8716","Drug and Alcohol Dependence","3004","Pharmacology"
"7733","0376-8716","Drug and Alcohol Dependence","2738","Psychiatry and Mental Health"
"7734","0376-8716","Drug and Alcohol Dependence","2736","Pharmacology (medical)"
"7735","0378-4266","Journal of Banking and Finance","2003","Finance"
"7736","0378-4266","Journal of Banking and Finance","2002","Economics and Econometrics"
"7737","0379-3664","Swiss Journal of Sociology","3300","Social Sciences (all)"
"7738","0384-1464",NA,NA,NA
"7739","0387-3145",NA,NA,NA
"7740","0387-7973",NA,NA,NA
"7741","0393-2516","Rivista di Storia della Filosofia","1211","Philosophy"
"7742","0394-2864","Psicoterapia e Scienze Umane","3203","Clinical Psychology"
"7743","0423-4847",NA,NA,NA
"7744","0424-2084","Studies in Church History","1202","History"
"7745","0424-2084","Studies in Church History","1212","Religious Studies"
"7746","0424-2084","Studies in Church History","3312","Sociology and Political Science"
"7747","0486-6525","Revista Colombiana de Antropologia","1204","Archeology (arts and humanities)"
"7748","0486-6525","Revista Colombiana de Antropologia","3316","Cultural Studies"
"7749","0486-6525","Revista Colombiana de Antropologia","3314","Anthropology"
"7750","0486-6525","Revista Colombiana de Antropologia","1202","History"
"7751","0533-3164","Group Analysis","3207","Social Psychology"
