"","X","issn","tilte","code","area","area2"
"5482",6060,"0272-6963","Journal of Operations Management",2209,"Industrial and Manufacturing Engineering","Other"
"5483",6061,"0272-989X","Medical Decision Making",2719,"Health Policy","Other"
"5484",6062,"0273-0340","Henry James Review",1208,"Literature and Literary Theory","Humanities"
"5485",6063,"0277-5921","Contributions to Political Economy",3312,"Sociology and Political Science","Social sciences"
"5486",6064,"0277-5921","Contributions to Political Economy",2002,"Economics and Econometrics","Social sciences"
"5487",6065,"0277-9390","Government Publications Review",2700,"Medicine (all)","Other"
"5488",6066,"0278-095X","Journal of Primary Prevention",2739,"Public Health, Environmental and Occupational Health","Other"
"5489",6067,"0279-1072","Journal of Psychoactive Drugs",2701,"Medicine (miscellaneous)","Other"
"5490",6068,"0279-1072","Journal of Psychoactive Drugs",3200,"Psychology (all)","Other"
"5491",6069,"0279-5442","Critical Care Nurse",2906,"Critical Care Nursing","Other"
"5492",6070,"0301-0422","Public Health Reviews",2905,"Community and Home Care","Other"
"5493",6071,"0301-0422","Public Health Reviews",2739,"Public Health, Environmental and Occupational Health","Other"
"5494",6073,"0304-405X","Journal of Financial Economics",1402,"Accounting","Social sciences"
"5495",6074,"0304-405X","Journal of Financial Economics",2003,"Finance","Social sciences"
"5496",6075,"0304-405X","Journal of Financial Economics",2002,"Economics and Econometrics","Social sciences"
"5497",6076,"0304-405X","Journal of Financial Economics",1408,"Strategy and Management","Social sciences"
"5498",6077,"0305-0068","Comparative Education",3304,"Education","Social sciences"
"5499",6078,"0306-4603","Addictive Behaviors",2701,"Medicine (miscellaneous)","Other"
"5500",6079,"0306-4603","Addictive Behaviors",3203,"Clinical Psychology","Other"
"5501",6080,"0306-4603","Addictive Behaviors",3005,"Toxicology","Other"
"5502",6081,"0306-4603","Addictive Behaviors",2738,"Psychiatry and Mental Health","Other"
"5503",6082,"0307-4358","Managerial Finance",2003,"Finance","Social sciences"
"5504",6083,"0307-4358","Managerial Finance",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"5505",6084,"0307-8833","Theatre Research International",1213,"Visual Arts and Performing Arts","Humanities"
"5506",6085,"0307-8833","Theatre Research International",1208,"Literature and Literary Theory","Humanities"
"5507",6086,"0309-8265","Journal of Geography in Higher Education",3305,"Geography, Planning and Development","Social sciences"
"5508",6087,"0309-8265","Journal of Geography in Higher Education",3304,"Education","Social sciences"
"5509",6088,"0313-6221","Parergon",3316,"Cultural Studies","Social sciences"
"5510",6089,"0313-6221","Parergon",1213,"Visual Arts and Performing Arts","Humanities"
"5511",6090,"0313-6221","Parergon",1202,"History","Humanities"
"5512",6091,"0313-6221","Parergon",1212,"Religious Studies","Humanities"
"5513",6092,"0313-6221","Parergon",1208,"Literature and Literary Theory","Humanities"
"5514",6095,"0334-1860","Journal of Intelligent Systems",1712,"Software","Other"
"5515",6096,"0334-1860","Journal of Intelligent Systems",1710,"Information Systems","Other"
"5516",6097,"0334-1860","Journal of Intelligent Systems",1702,"Artificial Intelligence","Other"
"5517",6098,"0336-1454","Economie et Statistique",2613,"Statistics and Probability","Other"
"5518",6099,"0336-1454","Economie et Statistique",3312,"Sociology and Political Science","Social sciences"
"5519",6100,"0336-1454","Economie et Statistique",2002,"Economics and Econometrics","Social sciences"
"5520",6102,"0344-8169","Sprachwissenschaft",1203,"Language and Linguistics","Humanities"
"5521",6103,"0344-8169","Sprachwissenschaft",3310,"Linguistics and Language","Social sciences"
"5522",6104,"0346-8755","Scandinavian Journal of History",1202,"History","Humanities"
"5523",6105,"0352-7875","Synthesis Philosophica",1211,"Philosophy","Philosophy"
"5524",6107,"0361-1981","Transportation Research Record",2205,"Civil and Structural Engineering","Other"
"5525",6108,"0361-1981","Transportation Research Record",2210,"Mechanical Engineering","Other"
"5526",6109,"0361-3666","Disasters",3300,"Social Sciences (all)","Social sciences"
"5527",6110,"0361-3666","Disasters",1900,"Earth and Planetary Sciences (all)","Other"
"5528",6111,"0361-476X","Contemporary Educational Psychology",3304,"Education","Social sciences"
"5529",6112,"0361-476X","Contemporary Educational Psychology",3204,"Developmental and Educational Psychology","Other"
"5530",6114,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",1602,"Analytical Chemistry","Other"
"5531",6115,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",1303,"Biochemistry","Other"
"5532",6116,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",2741,"Radiology, Nuclear Medicine and Imaging","Other"
"5533",6117,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",3002,"Drug Discovery","Other"
"5534",6118,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",1607,"Spectroscopy","Other"
"5535",6119,"0362-4803","Journal of Labelled Compounds and Radiopharmaceuticals",1605,"Organic Chemistry","Other"
"5536",6120,"0364-2313","World Journal of Surgery",2746,"Surgery","Other"
"5537",6121,"0376-6357","Behavioural Processes",1103,"Animal Science and Zoology","Other"
"5538",6122,"0376-6357","Behavioural Processes",2802,"Behavioral Neuroscience","Other"
"5539",6127,"0730-8884","Work and Occupations",3312,"Sociology and Political Science","Social sciences"
"5540",6128,"0730-8884","Work and Occupations",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5541",6129,"0732-3123","Journal of Mathematical Behavior",3304,"Education","Social sciences"
"5542",6130,"0732-3123","Journal of Mathematical Behavior",3202,"Applied Psychology","Other"
"5543",6131,"0732-3123","Journal of Mathematical Behavior",2604,"Applied Mathematics","Other"
"5544",6132,"0734-2047","ACM Transactions on Office Information Systems",2200,"Engineering (all)","Other"
"5545",6133,"0734-3469","Congress and the Presidency",3312,"Sociology and Political Science","Social sciences"
"5546",6134,"0734-3469","Congress and the Presidency",3320,"Political Science and International Relations","Social sciences"
"5547",6135,"0734-7324","Alcoholism Treatment Quarterly",2701,"Medicine (miscellaneous)","Other"
"5548",6136,"0734-7324","Alcoholism Treatment Quarterly",2738,"Psychiatry and Mental Health","Other"
"5549",6137,"0736-0053","Opera Quarterly",1210,"Music","Humanities"
"5550",6138,"0736-3761","Journal of Consumer Marketing",1403,"Business and International Management","Social sciences"
"5551",6139,"0736-3761","Journal of Consumer Marketing",1406,"Marketing","Social sciences"
"5552",6140,"0737-0008","Cognition and Instruction",3205,"Experimental and Cognitive Psychology","Other"
"5553",6141,"0737-0008","Cognition and Instruction",3304,"Education","Social sciences"
"5554",6142,"0737-0008","Cognition and Instruction",3204,"Developmental and Educational Psychology","Other"
"5555",6143,"0737-0008","Cognition and Instruction",3200,"Psychology (all)","Other"
"5556",6145,"0740-9133","Northeast African Studies",3316,"Cultural Studies","Social sciences"
"5557",6146,"0740-9133","Northeast African Studies",1202,"History","Humanities"
"5558",6147,"0741-1235","Sociology of Sport Journal",2732,"Orthopedics and Sports Medicine","Other"
"5559",6148,"0741-1235","Sociology of Sport Journal",3612,"Physical Therapy, Sports Therapy and Rehabilitation","Other"
"5560",6149,"0741-1235","Sociology of Sport Journal",3312,"Sociology and Political Science","Social sciences"
"5561",6150,"0742-3322","Advances in Strategic Management",2001,"Economics, Econometrics and Finance (miscellaneous)","Social sciences"
"5562",6151,"0742-3322","Advances in Strategic Management",1408,"Strategy and Management","Social sciences"
"5563",6152,"0742-6186","Advances in Industrial and Labor Relations",1410,"Industrial Relations","Social sciences"
"5564",6153,"0742-6186","Advances in Industrial and Labor Relations",2001,"Economics, Econometrics and Finance (miscellaneous)","Social sciences"
"5565",6154,"0742-6186","Advances in Industrial and Labor Relations",3320,"Political Science and International Relations","Social sciences"
"5566",6155,"0742-6186","Advances in Industrial and Labor Relations",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"5567",6157,"0744-8481","Journal of American College Health",2739,"Public Health, Environmental and Occupational Health","Other"
"5568",6158,"0745-3515","Notre Dame Law Review",3308,"Law","Law"
"5569",6159,"0748-5751","Journal of Accounting Education",1402,"Accounting","Social sciences"
"5570",6160,"0748-5751","Journal of Accounting Education",3304,"Education","Social sciences"
"5571",6161,"0793-8934","Nashim",3318,"Gender Studies","Social sciences"
"5572",6162,"0793-8934","Nashim",3316,"Cultural Studies","Social sciences"
"5573",6163,"0793-8934","Nashim",1200,"Arts and Humanities (all)","Humanities"
"5574",6165,"0815-0796","Metascience",1202,"History","Humanities"
"5575",6166,"0815-0796","Metascience",3300,"Social Sciences (all)","Social sciences"
"5576",6167,"0815-0796","Metascience",1207,"History and Philosophy of Science","Humanities"
"5577",6168,"0817-8542","Trends and Issues in Crime and Criminal Justice",3308,"Law","Law"
"5578",6169,"0818-9935","Asian-Pacific Economic Literature",3305,"Geography, Planning and Development","Social sciences"
"5579",6170,"0818-9935","Asian-Pacific Economic Literature",3303,"Development","Social sciences"
"5580",6171,"0818-9935","Asian-Pacific Economic Literature",2002,"Economics and Econometrics","Social sciences"
"5581",6172,"0826-3663","Canadian Journal of Latin American and Caribbean Studies",3305,"Geography, Planning and Development","Social sciences"
"5582",6173,"0826-3663","Canadian Journal of Latin American and Caribbean Studies",3303,"Development","Social sciences"
"5583",6174,"0826-3663","Canadian Journal of Latin American and Caribbean Studies",3320,"Political Science and International Relations","Social sciences"
"5584",6182,"0870-8231","Analise Psicologica",3304,"Education","Social sciences"
"5585",6183,"0870-8231","Analise Psicologica",3200,"Psychology (all)","Other"
"5586",6184,"0874-5560","Ex Aequo",3318,"Gender Studies","Social sciences"
"5587",6185,"0882-6145","Advances in Group Processes",3312,"Sociology and Political Science","Social sciences"
"5588",6186,"0883-2919","World Englishes",1203,"Language and Linguistics","Humanities"
"5589",6187,"0883-2919","World Englishes",3314,"Anthropology","Social sciences"
"5590",6188,"0883-2919","World Englishes",3312,"Sociology and Political Science","Social sciences"
"5591",6189,"0883-2919","World Englishes",3310,"Linguistics and Language","Social sciences"
"5592",6190,"0883-4237","Statistical Science",2613,"Statistics and Probability","Other"
"5593",6191,"0883-4237","Statistical Science",2600,"Mathematics (all)","Other"
"5594",6192,"0883-4237","Statistical Science",1804,"Statistics, Probability and Uncertainty","Other"
"5595",6193,"0884-3236","Late Imperial China",3316,"Cultural Studies","Social sciences"
"5596",6194,"0884-3236","Late Imperial China",1202,"History","Humanities"
"5597",6195,"0884-8734","Journal of General Internal Medicine",2724,"Internal Medicine","Other"
"5598",6196,"0885-3924","Journal of Pain and Symptom Management",2900,"Nursing (all)","Other"
"5599",6197,"0885-3924","Journal of Pain and Symptom Management",2728,"Neurology (clinical)","Other"
"5600",6198,"0885-3924","Journal of Pain and Symptom Management",2703,"Anesthesiology and Pain Medicine","Other"
"5601",6199,"0885-6125","Machine Learning",1712,"Software","Other"
"5602",6200,"0885-6125","Machine Learning",1702,"Artificial Intelligence","Other"
"5603",6201,"0887-302X","Clothing and Textiles Research Journal",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"5604",6202,"0887-302X","Clothing and Textiles Research Journal",2501,"Materials Science (miscellaneous)","Other"
"5605",6203,"0887-302X","Clothing and Textiles Research Journal",1400,"Business, Management and Accounting (all)","Social sciences"
"5606",6204,"0887-302X","Clothing and Textiles Research Journal",2507,"Polymers and Plastics","Other"
"5607",6205,"0890-5495","Nineteenth-Century Contexts",3316,"Cultural Studies","Social sciences"
"5608",6206,"0890-5495","Nineteenth-Century Contexts",1208,"Literature and Literary Theory","Humanities"
"5609",6207,"0892-7626","Journal of Applied Business Research",1403,"Business and International Management","Social sciences"
"5610",6208,"0895-2833","Journal of Feminist Family Therapy",3318,"Gender Studies","Social sciences"
"5611",6209,"0895-2833","Journal of Feminist Family Therapy",3202,"Applied Psychology","Other"
"5612",6210,"0895-4852","Academic Questions",3304,"Education","Social sciences"
"5613",6211,"0895-9935","Research in Political Sociology",3312,"Sociology and Political Science","Social sciences"
"5614",6212,"0897-7186","Journal of Health and Social Policy",3305,"Geography, Planning and Development","Social sciences"
"5615",6213,"0897-7186","Journal of Health and Social Policy",2719,"Health Policy","Other"
"5616",6214,"0897-7186","Journal of Health and Social Policy",2739,"Public Health, Environmental and Occupational Health","Other"
"5617",6215,"0898-5898","Linguistics and Education",1203,"Language and Linguistics","Humanities"
