...1,id,display_name,publication_year,type,journal,journal_id,doi,citations,first_author,n,group,X.1,X
10059,https://openalex.org/W2782155759,Handling Norms in Multi-Agent System by Means of Formal Argumentation,2017,NA,Journal of Applied Logics - IfCoLoG Journal of Logics and their Applications,NA,NA,2,Célia da Costa Peirera,14,extend2,NA,NA
10060,https://openalex.org/W2768247413,The Public Health–Quarantine Model III,2021,book-chapter,Social Science Research Network,https://openalex.org/V2751751161,https://doi.org/10.1017/9781108689304.006,3,Gregg D. Caruso,14,extend2,NA,NA
10061,https://openalex.org/W2766777273,Representing dimensions within the reason model of precedent,2018,journal-article,Artificial Intelligence and Law,https://openalex.org/V96609033,https://doi.org/10.1007/s10506-017-9216-7,20,Adam Rigoni,14,extend2,NA,NA
10062,https://openalex.org/W2765586061,International Law as a Belief System,2017,book,NA,NA,NA,10,Jean d'Aspremont,14,extend2,NA,NA
10063,https://openalex.org/W2553935203,Common Law Reasoning,2013,NA,NA,NA,NA,2,John F. Horty,14,extend2,NA,NA
10064,https://openalex.org/W2504836144,Torture and the Balance of Evils,1989,journal-article,Israel Law Review,https://openalex.org/V181618396,https://doi.org/10.1017/s0021223700016757,37,Michael S. Moore,14,extend2,NA,NA
10065,https://openalex.org/W2496031774,The rights of internal linguistic minorities,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.007,11,Alan Patten,14,extend2,NA,NA
10066,https://openalex.org/W2489329225,Minorities within Minorities: Internal minorities and indigenous self-determination,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.014,14,Margaret Moore,14,extend2,NA,NA
10067,https://openalex.org/W2484147416,Self-determination as a basic human right: the Draft UN Declaration on the Rights of Indigenous Peoples,2005,book-chapter,"Equality, Rights and Diversity",NA,https://doi.org/10.1017/cbo9780511490224.015,2,Cindy Holder,14,extend2,NA,NA
10069,https://openalex.org/W2262286372,Positive rights: Who decides? Judicial review in balance,2015,journal-article,International Journal of Constitutional Law,https://openalex.org/V2735374455,https://doi.org/10.1093/icon/mov019,14,Matthias Klatt,14,extend2,NA,NA
10070,https://openalex.org/W2259668151,"Adorno, Freedom and Criminal Law: The ‘Determinist Challenge’ Revitalised",2016,journal-article,Law and Critique,https://openalex.org/V203428546,https://doi.org/10.1007/s10978-015-9171-y,4,Craig Reeves,14,extend2,NA,NA
10071,https://openalex.org/W2178449955,"Digital technologies and artificial intelligence's present and foreseeable impact on lawyering, judging, policing and law enforcement",2017,journal-article,Ai & Society,https://openalex.org/V145445665,https://doi.org/10.1007/s00146-015-0596-5,29,Ephraim Nissan,14,extend2,NA,NA
10072,https://openalex.org/W2158052902,Private ownership and the standing to say so,2014,journal-article,University of Toronto Law Journal,https://openalex.org/V62734853,https://doi.org/10.3138/utlj.2087,6,Avihay Dorfman,14,extend2,NA,NA
10073,https://openalex.org/W2154873883,"Penal subversions: When is a punishment not punishment, who decides and on what grounds?",2016,journal-article,Theoretical Criminology,https://openalex.org/V9300723,https://doi.org/10.1177/1362480615598830,53,Lucia Zedner,14,extend2,NA,NA
10075,https://openalex.org/W2143836146,TEACHING LEGAL THEORY WITH VENN DIAGRAMS,1998,journal-article,Metaphilosophy,https://openalex.org/V62126955,https://doi.org/10.1111/1467-9973.00088,4,Keith Burgess-Jackson,14,extend2,NA,NA
10077,https://openalex.org/W2137631795,Associative democracy and minorities within minorities,2005,NA,"Minorities within minorities : equality, rights and diversity",NA,NA,6,Veit Bader,14,extend2,NA,NA
10078,https://openalex.org/W2136388423,Three Kinds of Coherentism,2013,book-chapter,Law and philosophy library,https://openalex.org/V4210184901,https://doi.org/10.1007/978-94-007-6110-0_1,4,Jaap Hage,14,extend2,NA,NA
10079,https://openalex.org/W2134448680,The Retributive Emotions: Passions and Pains of Punishment,2010,journal-article,Philosophical papers,https://openalex.org/V4210209058,https://doi.org/10.1080/05568641.2010.538914,5,Jules Holroyd,14,extend2,NA,NA
10080,https://openalex.org/W2129560319,Claiming Rights across Borders: International Human Rights and Democratic Sovereignty,2009,journal-article,American Political Science Review,https://openalex.org/V176007004,https://doi.org/10.1017/s0003055409990244,128,Seyla Benhabib,14,extend2,NA,NA
10081,https://openalex.org/W2116462649,Capacity of Hybrid Cellular-Ad Hoc Data Networks,2008,proceedings-article,international conference on computer communications,NA,https://doi.org/10.1109/infocom.2008.221,40,Lap Kong Law,14,extend2,NA,NA
10082,https://openalex.org/W2109463007,The location of international practices: what is human rights practice?,2013,journal-article,Review of International Studies,https://openalex.org/V131264395,https://doi.org/10.1017/s0260210512000332,21,David Jason Karp,14,extend2,NA,NA
10083,https://openalex.org/W2109305266,"Property, Rights, and Freedom*",1994,journal-article,Social Philosophy & Policy,https://openalex.org/V142878192,https://doi.org/10.1017/s0265052500004490,51,Gerald F. Gaus,14,extend2,NA,NA
10084,https://openalex.org/W2106545674,Natural law as professional ethics: A reading of Fuller,2001,journal-article,Social Philosophy & Policy,https://openalex.org/V142878192,https://doi.org/10.1017/s0265052500002831,9,David Luban,14,extend2,NA,NA
10085,https://openalex.org/W2091957838,"Moral Justifications on the Rehnquist Court Hercules, Herbert, and “Druggies” Under the Fourth Amendment",2006,journal-article,Criminal Justice Policy Review,https://openalex.org/V109761077,https://doi.org/10.1177/0887403405284859,4,Bradley S. Chilton,14,extend2,NA,NA
10087,https://openalex.org/W2088076854,Argument schemes for reasoning with legal cases using values,2013,proceedings-article,international conference on artificial intelligence and law,NA,https://doi.org/10.1145/2514601.2514604,16,Trevor J. M. Bench-Capon,14,extend2,NA,NA
10089,https://openalex.org/W2065776138,Facilitating case comparison using value judgments and intermediate legal concepts,2011,proceedings-article,international conference on artificial intelligence and law,NA,https://doi.org/10.1145/2018358.2018382,29,Matthias Grabmair,14,extend2,NA,NA
10090,https://openalex.org/W2059939396,The Moral Force of Political Obligations,1990,journal-article,American Political Science Review,https://openalex.org/V176007004,https://doi.org/10.2307/1963261,5,George Klosko,14,extend2,NA,NA
10091,https://openalex.org/W2058830255,A Positivist Account of the Rule of Law,2002,journal-article,Law and Social Inquiry-journal of The American Bar Foundation,https://openalex.org/V129275725,https://doi.org/10.1111/j.1747-4469.2002.tb01107.x,12,Frank Lovett,14,extend2,NA,NA
10093,https://openalex.org/W2053716770,XI—Why is it Disrespectful to Violate Rights?,2013,journal-article,Proceedings of the Aristotelian Society for the Systematic Study of Philosophy,https://openalex.org/V4210167481,https://doi.org/10.1111/j.1467-9264.2013.00352.x,13,Rowan Cruft,14,extend2,NA,NA
10095,https://openalex.org/W2041776371,The constitution and the right of self-defence,2011,journal-article,University of Toronto Law Journal,https://openalex.org/V62734853,https://doi.org/10.1353/tlj.2011.0029,2,Hamish Stewart,14,extend2,NA,NA
10096,https://openalex.org/W2038705124,The Three Faces of Defeasibility in the Law,2004,posted-content,Social Science Research Network,https://openalex.org/V2751751161,NA,4,Henry Prakken,14,extend2,NA,NA
10097,https://openalex.org/W2036220524,Rights bearers and rights functions,2015,journal-article,Philosophical Studies,https://openalex.org/V147022693,https://doi.org/10.1007/s11098-014-0368-y,2,Anna-Karin Margareta Andersson,14,extend2,NA,NA
10098,https://openalex.org/W2029881118,A Deliberative Approach to Conflicts of Culture,2003,journal-article,Political Theory,https://openalex.org/V25369639,https://doi.org/10.1177/0090591703256685,77,Monique Deveaux,14,extend2,NA,NA
10099,https://openalex.org/W202672590,"Integration, Diversity, and Affirmative Action",1998,book-chapter,Law & Society Review,https://openalex.org/V44706263,https://doi.org/10.1017/cbo9780511616556.005,4,Lesley A. Jacobs,14,extend2,NA,NA
10100,https://openalex.org/W2019192829,In Defence of the Legal Constitution,2005,journal-article,University of Toronto Law Journal,https://openalex.org/V62734853,https://doi.org/10.1353/tlj.2005.0032,13,Tom R. Hickman,14,extend2,NA,NA
10102,https://openalex.org/W2014181369,A Liberalism of Conscience,2003,journal-article,Journal of Political Philosophy,https://openalex.org/V81746323,https://doi.org/10.1046/j.1467-9760.2003.00182.x,7,Lucas Swaine,14,extend2,NA,NA
10104,https://openalex.org/W2009299421,Using background knowledge in case-based legal reasoning: a computational model and an intelligent learning environment,2003,journal-article,Artificial Intelligence,https://openalex.org/V196139623,https://doi.org/10.1016/s0004-3702(03)00105-x,123,Vincent Aleven,14,extend2,NA,NA
10107,https://openalex.org/W1901863771,Minorities within Minorities: Minors within minorities: a problem for liberal multiculturalists,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.011,8,Rob Reich,14,extend2,NA,NA
10110,https://openalex.org/W1868699519,Logic and the Law: Crossing the Lines of Discipline,2010,book-chapter,Approaches to Legal Rationality,NA,https://doi.org/10.1007/978-90-481-9588-6_9,7,Dov M. Gabbay,14,extend2,NA,NA
10112,https://openalex.org/W1808914658,Minorities within Minorities: Beyond exit rights: reframing the debate,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.012,14,Daniel M. Weinstock,14,extend2,NA,NA
10113,https://openalex.org/W1730663878,"Dilemmas of gender and culture: the judge, the democrat and the political activist",2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.006,29,Anne Phillips,14,extend2,NA,NA
10114,https://openalex.org/W1602623594,"Minorities within Minorities: Multiculturalism and feminism: no simple question, no simple answers",2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.004,65,Susan Moller Okin,14,extend2,NA,NA
10115,https://openalex.org/W1591210305,A critical introduction to law and literature,2007,book,NA,NA,NA,42,Kieran Dolin,14,extend2,NA,NA
10116,https://openalex.org/W1585281709,Minorities within Minorities: Can intra-group equality co-exist with cultural diversity? Re-examining multicultural frameworks of accommodation,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.005,6,Gurpreet Mahajan,14,extend2,NA,NA
10117,https://openalex.org/W1558218277,Minorities within Minorities: Identity and liberal politics: the problem of minorities within minorities,2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.013,15,Avigail Eisenberg,14,extend2,NA,NA
10118,https://openalex.org/W1534134647,Knowledge Problems and Proportionality,2015,journal-article,Criminal Justice Ethics,https://openalex.org/V78048965,https://doi.org/10.1080/0731129x.2015.1065049,6,Daniel J. D'Amico,14,extend2,NA,NA
10119,https://openalex.org/W1517255164,"Goals, arguments, and deception: A formal representation from the Aurangzeb project. I: An episode from the succession war",2007,journal-article,Journal of Intelligent and Fuzzy Systems,https://openalex.org/V179157397,NA,9,Ephraim Nissan,14,extend2,NA,NA
10120,https://openalex.org/W1509201457,On the Argumentum ad Absurdum in Statutory Interpretation: Its Uses and Normative Significance,2013,book-chapter,Social Science Research Network,https://openalex.org/V2751751161,https://doi.org/10.1007/978-94-007-4670-1_2,5,Thomas Bustamante,14,extend2,NA,NA
10121,https://openalex.org/W1503910958,"The Political Economy of Law: Decision-Making by Judicial, Legislative, Executive and Administrative Agencies",2007,posted-content,Social Science Research Network,https://openalex.org/V2751751161,NA,7,McNollgast,14,extend2,NA,NA
10122,https://openalex.org/W1495752296,"Minorities within Minorities: Sexual orientation, exit and refuge",2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.009,8,Jacob T. Levy,14,extend2,NA,NA
10123,https://openalex.org/W1471490391,"Minorities within Minorities: Autonomy, association and pluralism",2005,book-chapter,NA,NA,https://doi.org/10.1017/cbo9780511490224.008,17,Jeff Spinner-Halev,14,extend2,NA,NA
10124,https://openalex.org/W1444017558,Thomas Paine and the Idea of Human Rights,2017,book,NA,NA,NA,5,Robert Lamb,14,extend2,NA,NA
10125,https://openalex.org/W133221902,Balancing of Legal Principles and Constraint Satisfaction,2010,proceedings-article,international conference on legal knowledge and information systems,NA,https://doi.org/10.3233/978-1-60750-682-9-7,12,Michał Araszkiewicz,14,extend2,NA,NA
10126,https://openalex.org/W1191732791,Media Freedom as a Fundamental Right,2015,book,NA,NA,NA,9,Jan Oster,14,extend2,NA,NA
10127,https://openalex.org/W639689020,Transitional amnesty in South Africa,2007,book,NA,NA,NA,26,Antje du Bois-Pedain,15,extend2,NA,NA
10129,https://openalex.org/W579608580,Living with Uncertainty: The Moral Significance of Ignorance,2008,book,NA,NA,NA,79,Michael J. Zimmerman,15,extend2,NA,NA
10130,https://openalex.org/W35643931,The Case for a Principled Approach to Law and Economics: Efficiency Analysis and General Principles of EU Law,2014,book-chapter,NA,NA,https://doi.org/10.1007/978-94-007-7110-9_12,2,Aurelien Portuese,15,extend2,NA,NA
10132,https://openalex.org/W3126104191,Stare Decisis: Rhetoric and Substance,2012,journal-article,Journal of Law Economics & Organization,https://openalex.org/V30841389,https://doi.org/10.1093/jleo/ewq006,11,Patricio A. Fernandez,15,extend2,NA,NA
10134,https://openalex.org/W3125765179,An Axiomatic Theory of Law,2011,journal-article,Res Publica,https://openalex.org/V163937955,https://doi.org/10.1007/s11158-011-9168-9,10,Paolo Sandro,15,extend2,NA,NA
10136,https://openalex.org/W3123694564,FAREWELL TO THE RULE OF RECOGNITION,2011,journal-article,Problema anuario de filosofía y teoría del derecho,https://openalex.org/V4210226858,https://doi.org/10.22201/iij.24487937e.2011.5.8116,4,Giorgio Pino,15,extend2,NA,NA
10139,https://openalex.org/W3122554526,Sociological Jurisprudence Past and Present,2020,journal-article,Law and Social Inquiry-journal of The American Bar Foundation,https://openalex.org/V129275725,https://doi.org/10.1017/lsi.2019.26,3,Brian Z. Tamanaha,15,extend2,NA,NA
10143,https://openalex.org/W3113685492,Carl Schmitt's Early Legal-Theoretical Writings: Statute and Judgment and the Value of the State and the Significance of the Individual,2021,book,NA,NA,https://doi.org/10.1017/9781108658300,3,Lars Vinx,15,extend2,NA,NA
10145,https://openalex.org/W2886123927,Proportionality in Its Narrow Sense and Measuring the Intensity of Restrictions on Fundamental Rights,2018,book-chapter,NA,NA,https://doi.org/10.1007/978-3-319-89647-2_4,4,Jorge Silva Sampaio,15,extend2,NA,NA
10146,https://openalex.org/W2786075565,The Ethics of Multiple Citizenship,2018,book,NA,NA,NA,7,Ana Tanasoca,15,extend2,NA,NA
10147,https://openalex.org/W2735738703,Legal Argumentation and Legal Interpretation,2017,book-chapter,Argumentation library,https://openalex.org/V4210210149,https://doi.org/10.1007/978-94-024-1129-4_1,2,Eveline T. Feteris,15,extend2,NA,NA
10148,https://openalex.org/W2734673746,The Concept and the Rule of Law,2008,posted-content,Social Science Research Network,https://openalex.org/V2751751161,NA,101,Jeremy Waldron,15,extend2,NA,NA
10149,https://openalex.org/W2734465418,The Common Good,2017,book-chapter,The Cambridge Companion to Natural Law Jurisprudence,NA,https://doi.org/10.1017/9781316341544.014,2,George Duke,15,extend2,NA,NA
